review_id	product_id	product_category	star_rating	helpful_votes	total_votes
R2ESKV3BBSMFIN	0887307396	Books	5	0	1
R1BLZ2OIOPVSVR	0151001820	Books	3	0	0
RLM5O6N4WI2IR	0679437223	Books	5	0	0
R2TGU4YE4RUC1	0553573403	Books	5	0	0
R270NJ762RBQ89	1567184855	Books	5	0	0
R2W93KJ92N4BP3	0553347845	Books	5	5	5
RO477YDBXB9W4	0515123447	Books	4	1	1
RPBX4MSQ3RMI4	0517122707	Books	5	0	0
R369I98Z9BVYL9	0684874350	Books	5	0	0
RUYV8O069MZMM	0060392584	Books	5	1	1
R356Z3LUKNDNF0	0679442790	Books	5	0	1
RYADPB9T69OAG	0688152023	Books	5	10	10
R2N0RNLDO5ZNVS	006016848X	Books	2	5	7
RRZ0YPV5OC4QF	0380002930	Books	5	0	1
R3C1K1RPCZPJ1G	0440217563	Books	5	1	1
R7IWOP2BZA31Y	0671004107	Books	5	1	2
RDTVNUHQHKPIM	006016848X	Books	2	10	11
R3J7TTC564IETR	0385486804	Books	4	0	0
R1Q1SQPRCM8CUY	0140177396	Books	5	0	0
R3QKQ1TA45V4FH	0670880728	Books	5	0	0
RX42SWK1IAV2N	0670880728	Books	5	0	0
R2D100DTPEMC0D	031218087X	Books	2	3	3
R2CU6DGV8UVY66	0894808532	Books	5	1	1
R20MJCST3ZAFQL	0060977493	Books	4	0	0
RVC69UGLYYQGK	0393038912	Books	5	1	2
R6VZBF7P4S4GN	0899668585	Books	5	0	0
R3I45WR88YT1YT	0793518326	Books	5	0	0
R2BEVPNSVXX6ZP	0679735259	Books	5	3	3
R1XUTUMETCM0FR	1556154844	Books	5	1	1
R3C2YYXIT6YPGB	0385484518	Books	5	0	0
R2F8B5Z7DDAQ63	0930289234	Books	5	1	1
RZTJX0UZ7OXKW	0553455311	Books	5	1	1
R1TZ1XZFUC7X3F	0316921173	Books	5	1	1
R18QZC284119BQ	0552131067	Books	5	0	0
RA6WCSH9ADJKI	0670880728	Books	4	0	0
R192PHP4J33T95	0670880728	Books	2	1	2
RRT2296CB9Q2W	0804102988	Books	5	1	1
R32ZZRJC35MMOX	0453007902	Books	5	0	0
R3POCXJ461RTVG	0060977493	Books	4	0	0
R37VW80J03M661	0812550706	Books	5	0	0
R3E2V1JP3FIW9T	0670880728	Books	5	0	0
RDV1LIBKTCOPY	0060977493	Books	1	38	56
RDMPZAUXII9P6	0399143793	Books	5	0	1
R3ADGLBE0RQ6UA	0385484518	Books	5	0	0
R1MMLIN0OOXQWE	0393038912	Books	3	6	7
R29AFR4VBY5V6F	0399143904	Books	3	0	0
R2WX704X4JGQ1Y	156740118X	Books	5	0	0
R3QTJOIFACUKN9	0696204800	Books	5	11	11
R3JSYGTI36CWN4	0399143904	Books	2	1	1
R16YM45ECR29FW	0399143904	Books	2	0	0
R8FJL22716763	0060168366	Books	5	0	1
R2FHUYKBW1KYR7	0399143904	Books	3	0	0
R3D0Z9FLATC5RI	0399143904	Books	5	0	0
R5DFXP0HW7OOK	0399143904	Books	1	0	2
R3SDH820L639X4	0399142533	Books	4	0	0
R3NEUMG4ZPC5M9	0399143904	Books	1	0	2
R1H67CRT0ME6Q0	0553275976	Books	4	0	0
R2G052WDRKHCP2	0670880728	Books	5	0	0
R2AO2B8DEQUKB7	0465068359	Books	4	3	5
R2MLJXGV444JFG	031218087X	Books	4	0	1
R3S5DJHS6EORZD	0395860210	Books	5	1	1
RYSJEAM3F3L19	0393316041	Books	5	0	0
RT0H5NO6U7A8B	0375402675	Books	2	0	0
R1PBHVL801LE8M	0446343129	Books	5	45	50
R1S57EQY00M163	0679442790	Books	5	1	1
R3SMQEP966VS8E	0312965788	Books	5	4	4
R3U27C6ASJ5QSX	0395759242	Books	2	30	62
R37F9BS5RYYPE6	0446347949	Books	5	22	25
RRVDUD0KVQ9MP	0399143904	Books	3	0	0
R3U0HBI4IRILZ5	0553573403	Books	4	0	0
RKAOO1106OC8I	1572810408	Books	4	9	11
R2RX24FQOFQWLD	0880794968	Books	4	60	64
R11XXHTDSO67O5	0694514799	Books	3	2	4
R15PF5JQE5VOR2	0671646788	Books	5	2	2
R29BSHCZDZPQ0L	0393307050	Books	5	3	3
R186RCVYRL1E2C	1878424319	Books	5	3	3
R2EXZILPI4X0UV	0446604844	Books	5	0	0
R12JKC16Z4S1DJ	0399143904	Books	3	0	0
R1MMTW03AYF97N	0679457313	Books	2	2	2
RVABRLDOLAP8Z	0399143904	Books	5	0	1
R2JUH9Y74FTFXN	0393317552	Books	5	2	2
R9RMIZE6V68PP	1563523302	Books	5	0	0
R3565UBRZUG4P0	0393038912	Books	5	1	1
R12B2W2JOZ3I6T	0345347951	Books	5	0	2
RRUGA91MVQUBQ	0393316041	Books	5	1	1
RRZ1IC5ASP3VH	0880389052	Books	3	1	2
RK90Y2SQAG9XG	0425098478	Books	5	0	1
R3N7QL6CDASSTN	0679721037	Books	4	1	1
R2Z8GI40PD75WZ	0679442790	Books	5	2	2
R3KVVIQ9Q60UW8	0380789019	Books	5	0	0
R3VOWFT48BE2P6	0964385619	Books	5	0	1
R1BH8M5G6T7JNU	0812548094	Books	5	0	1
R356EKPNDUE3J7	039548880X	Books	5	0	0
R9ZQNGI0QM9MY	0070511136	Books	5	1	1
R3O6T5KRBDV85L	0399218335	Books	2	29	30
R18V6JBS1GCY3R	0399232133	Books	5	1	1
R1SZP2TTTDF31N	6302518423	Video DVD	5	1	2
R1TX335JKLW88X	0399143904	Books	2	0	0
RY4YHTSACPZ5K	0385487266	Books	1	4	13
R2KFXSHBQOM5FI	0679405429	Books	5	15	15
R1DFXLJCGLPYDP	0060920432	Books	3	15	21
R3FTJJBQSHWJ8T	0374172897	Books	5	1	2
R2JJ44CFRLNJAD	0887307280	Books	4	4	5
R2TWE2B6U1KODM	0811821846	Books	4	1	2
R4HMQVZ3BI4DR	0385471483	Books	5	0	0
RU9K3KM4RHHX2	1570425671	Books	5	0	0
R14WF2T70HPYNI	0684874350	Books	5	0	1
R2S3PCDF58S3Y4	0789420708	Books	5	1	1
R1H7J0VBDSH6CG	0964385619	Books	5	1	2
R3G7LHTN8D1IME	0374172897	Books	5	0	1
R3DVB19IND2U4O	0385484518	Books	5	0	0
R2IWC4BLPCR96Z	0385493622	Books	5	0	0
R3OXXGFVRK07E6	0385484518	Books	5	0	0
R2PSB5VWSURCY3	006092988X	Books	5	0	1
R382FTQRC61BKV	0380002930	Books	5	0	0
R28CW9SI7JKTZN	0671004611	Books	4	3	4
RT0017HVTW213	0441172717	Books	5	0	0
R1JBZZZUPT2DJS	0886461308	Books	5	0	0
R34A9Y2Z2Y6ILK	0385474547	Books	5	0	0
R19RYKAFZVFBC6	0395754100	Books	5	0	0
R27K7IWF8NJCW4	0609603086	Books	3	0	0
R1JZ1Z58TKW09V	0316152196	Books	5	0	0
R6PHD4YSSXZNR	0553108034	Books	5	0	0
R37W98HSXM6ZJK	0553266306	Books	3	1	11
R30SCA9B9L19T5	0898159156	Books	5	1	1
R3TRIE0Q6NHLIR	0385484518	Books	1	2	7
R3OEGUJJMKEGF5	0316152196	Books	5	0	0
R3KCZZHG3K6FLL	0671043919	Books	2	14	29
R1YMNBK39KQLHW	0688152023	Books	5	79	84
R2H0IYUUB36ZIF	0894803123	Books	5	9	10
R3APIIGWK7QQSK	0451191153	Books	5	0	2
R24WRJ99N9S2F8	0679781307	Books	5	0	0
RX9XOEKPDFT40	0446364495	Books	5	0	2
R3KX2AH9NVOZSP	0553473328	Books	5	0	1
R27LSBOPJK1D2H	0553108034	Books	5	1	1
R9SCGE9HMTWLK	0553108034	Books	3	3	5
R1XIXAGWWATXEL	0553108034	Books	5	0	0
RXHXD3UJG7AI9	0385493800	Books	5	0	0
R27SGKNA252MQ2	0670880728	Books	5	0	0
R18PGWQ9H0AW1K	0385493800	Books	1	2	6
R2QLQKLFY3VW3	1881273156	Books	5	1	1
R2WL7NDSW4L2IF	0688158129	Books	5	0	0
R14D2UN2VA6FAH	0385493800	Books	5	0	0
R3EGZ8L2XNNAR9	0399143904	Books	1	0	2
RDTDRGK4A84U4	1853260983	Books	5	7	9
R2DWV0PA8UE9LH	0385486804	Books	4	0	0
R3RQVR7BT7WRJ6	0394533054	Books	5	0	1
R20V92MZM6ZA9K	0679406689	Books	5	2	2
R2J5ESXA3K4CC3	0553502271	Books	5	0	0
R2MDHLVWKSJCAM	0385493800	Books	1	2	4
R34TB3Q75Y594K	0140185232	Books	4	121	125
RIC2FY6DJNACE	0312199066	Books	5	1	1
R2BDAYKPYQRUCC	0312955006	Books	4	5	5
R23UI4MHF78MQO	0385493800	Books	2	0	0
R2ZEZ7LPO7RY2R	0385493800	Books	1	2	6
RN403FWHOJKEN	0201626632	Books	5	5	9
R1692A9E7WV778	0395759242	Books	4	10	11
R385JVSPTLDFBF	0517543052	Books	4	24	32
R2F5ET3QAIXGOF	1885283148	Books	5	1	1
RE6SGDOWU8KZA	0385493800	Books	2	1	1
RNSHJYPQE25YU	0679777547	Books	2	1	4
R2RFB9GIJDVCRC	0316152196	Books	5	0	0
R3N4BOMF0GVD5Z	0399230033	Books	5	14	17
R1VSD7BDJN85EN	1573226521	Books	3	0	0
R3KURY6I7IHYEJ	0671688782	Books	5	15	18
R3EDQK67LBQTQ1	0671027344	Books	5	1	1
R2YNE1168C0JGH	0316152196	Books	4	0	0
REIVSZ19JKH7M	0385493800	Books	4	0	0
R22N28TG8660LU	1558216340	Books	5	0	0
R154BWKF9QKHM6	1558216847	Books	5	0	0
R1BRDP89KLNTFT	0553269631	Books	1	4	17
RNXLI5NYGOV4M	0449215644	Books	5	3	5
R18LXCT7TCPDRL	0871137380	Books	5	1	1
R3UTS4QED9SQS7	0553573403	Books	5	0	0
R8HAZMXYPEIR	0451526295	Books	5	1	1
R24RR1A9UZ9QAI	0786860707	Books	5	2	2
R3PSE78VDQ41FF	0375707972	Books	1	6	11
R39DI8XVHT5XPS	0553260111	Books	5	0	0
R1OTFPMN0YLGPX	0380789019	Books	5	0	0
RPY6GTIYLCSF0	0793518326	Books	5	0	1
R16OBA4RERU0RF	0553502271	Books	5	0	0
R3IS0OTCCLDDRS	0793573742	Books	5	19	19
R12HVR61689WL8	0136879721	Books	5	2	2
R2UYYP08CBDB36	0312199066	Books	5	0	0
R2WXFQHJKN1EH1	0553108034	Books	5	0	0
R1Z105A0KECQKA	0385482582	Books	5	2	2
R3I3FRXQ8K3M7K	0871137380	Books	5	0	0
R1GIBNDK54EC2F	0671004107	Books	5	1	2
RJYFZTLWA2FC3	0871137380	Books	5	0	0
R1GNPYWV1HB8S4	0312199066	Books	4	0	0
R1FBI2YTQUYJH3	0871137380	Books	5	0	0
R3C1FABES9D853	0920236251	Books	5	0	0
R3S1PM7LUF3UB6	0440224764	Books	5	0	0
RVMEV3HV6S5JU	006020706X	Books	5	0	0
R3H4X4EKU4OU08	0684867621	Books	3	2	3
R2TOC7QQMCUI9Z	0449215644	Books	5	5	8
R3K9ZNYI4FQEDS	0684867621	Books	5	0	0
R1MAN9UHX1BDLA	0449002632	Books	2	1	2
R93LQJYN9ETLC	0375707972	Books	5	0	0
RUR617NZBN46V	0880381736	Books	5	0	0
R1PK2537FQPJC3	0930073193	Books	5	5	5
R257LZC2HH2AQC	0812550706	Books	5	0	0
R3418HW06N25X6	0684874350	Books	5	0	0
R1YZ1RAH1LLPMS	0440539811	Books	5	1	1
R39X8K28WRN3EQ	0316921173	Books	5	0	0
R53ZWA99X73N9	1563523302	Books	3	1	1
R34PAKBW59PHEP	0811821846	Books	2	3	17
R2DTF61D84M0S6	0345428056	Books	5	1	1
R37ZEK53KBEEJL	068815333X	Books	5	0	0
RBPFURJ5CBXXZ	0670881791	Books	5	0	1
R1GY1S2LQZS8RF	1567184855	Books	5	2	2
RTIUP5ITZ7I0Y	0060920084	Books	5	8	11
R24737SRTIV9Y7	0964385619	Books	5	1	1
R1OM455O8Z595Y	0380973464	Books	5	1	2
R223BDLVH3C3VT	0380973464	Books	5	1	1
R3PAOQFPK8KX3D	068815333X	Books	4	0	0
R23UY655WTX889	0899663036	Books	5	0	0
R1DVUWC18I4XPX	0553573403	Books	5	0	0
REG0F3YROHRNX	0375707972	Books	3	2	2
RXPI6KJA1Q14I	0553108034	Books	5	1	1
R2BZQ6TM6UN5DC	0684867621	Books	4	1	2
RU30IGK176UIL	0380973464	Books	5	0	1
R3I4Y1DDTRLI15	0767903811	Books	2	1	3
RRYVL5TRCHY6K	068484267X	Books	4	0	0
R27N49XWHX9LQ8	0671015206	Books	4	0	0
R3TQFK3DNTI5I9	0571137245	Books	5	2	2
RLB752VBEWPVI	0380973464	Books	2	7	8
RLMNO8KULLPKC	0792837983	Video	5	1	2
R3SZREWURVM9YE	0380973464	Books	5	0	0
R1U75BA5I1LHLQ	0684852756	Books	4	1	1
R1V14U0IMQYUU9	0380789019	Books	5	0	0
RCPC7VTEUN3L2	0380973464	Books	4	0	0
R3CM7OQ7IVNF1X	0140186395	Books	5	0	0
R3JZB4V7GIYOC	0345404475	Books	4	0	1
RF6FA4Z2B6QKP	0380973464	Books	4	0	0
R21DNS736XIYQ6	0606040439	Books	5	0	0
R1WHIJ4VTFS8W8	0380973464	Books	4	0	0
RP07FJ3388Z7T	0451160916	Books	2	6	18
R2X2UXYB380AAM	068815333X	Books	5	0	0
R2RGM01XO2W0NI	0960191038	Books	5	16	21
R22FO5NME9OV8X	0553378384	Books	5	6	6
R1WQEQMROR8WXG	0385484518	Books	4	0	0
R17QRBQD8DSR1Q	0140011749	Books	5	7	12
R2UM2LOXW7TW80	0380973464	Books	5	1	1
R3FKGXQNR4I8QB	0871137380	Books	5	0	0
R2QLYAKRUZXQ64	0374172897	Books	5	1	2
R2IRBMO93YEG0Y	0767903811	Books	5	1	1
R9NZGMYV5MMCH	0060926317	Books	5	1	5
R1TXCN4HWCOD6G	0385493800	Books	4	0	0
RY3G1HO74J162	0446605409	Books	4	0	0
R3DPKFWKT7RLC9	0871137380	Books	5	0	0
RXKGAAA3J3WY4	0385493800	Books	4	0	0
R2OT8D33GA41YD	0380973464	Books	3	1	3
RZFNXEULITCAK	0312867123	Books	4	0	2
R3LMWZFB80D1FF	0553573403	Books	4	0	0
ROA95L1MJD1YS	0385486804	Books	4	0	0
R3EWTKATRVCBJK	068484267X	Books	5	0	0
RGM1QNIN53RJV	0385493800	Books	4	0	0
R1Y6SSH986ZMGX	0385484518	Books	5	0	0
R3090UQ3M4ZE5R	0195067142	Books	5	1	2
RBQYFY52HSO56	0812548094	Books	4	0	0
R39QGCCKT4EIV0	B000001ES4	Music	5	0	0
R1E93Y5HY60YSN	B000002GWJ	Music	5	4	4
R7LL8QPI0DT87	B000002U82	Music	5	1	1
RWT3R1ZD1FJY5	B000002G60	Music	5	2	4
R3DRDKD2REMY7T	B000003N89	Music	5	2	3
R7WNTNUDVU9X4	B000006OAM	Music	5	0	0
RNJ689PKGSDDV	B0000069NM	Music	5	3	3
R1HE7DIDD3AFVJ	B000002BE9	Music	5	1	1
R3Q1Q42VXT84AW	B0000024U8	Music	5	2	2
R39TMC5ZEN4BEQ	B000006OAM	Music	5	0	0
R2OKUQXZBOL31F	B0000046X0	Music	4	1	2
R3JR9NDEUSDXT6	B0000009TT	Music	5	7	7
R3RHWL66PS34FT	B0000021RB	Music	5	0	0
R1H3TQGFOK53N9	B000002J5K	Music	5	0	0
R2FOZFFVZQQD0U	B000002X1O	Music	5	4	5
R3POCXJ461RTVG	0060977493	Books	4	0	0
R1QGIFNFBYQF5I	B0000009SG	Music	5	2	4
RDX349D6WB5XX	B000006CCG	Music	5	5	6
R8HFUKFBH1CE5	B000002I99	Music	3	1	2
R286FBB6X8S1B6	B000002UVZ	Music	5	1	1
R1V65SHPCHQ2W2	B000002LOE	Music	4	7	9
R2DTCHD10VH057	B000001DU5	Music	5	0	0
R3MA0E2GWDNV6D	B000002GBJ	Music	5	0	1
R2VMDPGS3BDF50	B000006NUW	Music	5	1	1
R22WQVMLVDP2KG	B0000046KM	Music	5	1	1
R2M6641M2J2ERK	B000002G0P	Music	4	1	1
R38I8476A4O91K	B000002H2Z	Music	5	3	3
R3RJJJ0BFQZF7J	B000000OSE	Music	5	3	5
RT2QOC74M00HX	B000000OQF	Music	5	1	2
R3VF1UCZCHMBVN	B000000P17	Music	5	1	2
R29D0F036TEJFG	B000005HNQ	Music	4	0	0
R4LTWLO2108NR	B000002KOQ	Music	5	27	29
R2GPIQWDIGIDMF	B000005J56	Music	4	0	1
R3M47MUN77NX2P	B000001DQI	Music	5	0	0
R3O5W590SFSP43	B000002GLE	Music	5	2	2
RML6KJ3AF7GUP	B000002KDS	Music	5	2	2
R2PM61DQRJ5E6B	B000005GW2	Music	4	2	7
R2ZERBO5V50OLG	B000002IAZ	Music	5	4	4
R3LSIZYV6WB8W2	B000000OMJ	Music	5	0	0
R3069EPW6UIEI3	B000002GB9	Music	5	1	1
R1FSF2SFUXNC1A	B000005J56	Music	5	2	2
R1TKNR4K245ZQ0	B000002UWF	Music	5	1	1
R335DR0X46ORE5	B00000AFWZ	Music	5	3	3
R3GXWMD517WF96	B00000AFDW	Music	4	0	0
RH4ETJSXP4TNS	B000000WFU	Music	1	4	13
R361YB9HGL1EGI	B00000AFWZ	Music	4	1	2
R3POZUL5BM58GV	B000002MFN	Music	5	0	0
R302JTNVGIOQ4B	B000002ADT	Music	5	0	0
R11M0H6IS66P7Y	B000002UA0	Music	5	1	1
RO2WUSP4HHRVX	B000005ILF	Music	1	2	6
R3EPZEMQEZUHHB	B00000018T	Music	5	4	4
R3HU2JUP5O9X81	B000002NJS	Music	5	0	0
R1AAGBJKBP5EPK	B000003S5H	Music	4	0	0
R3JU6DVNYF3G9B	B000000W3G	Music	4	0	0
R1Q0DYAMZS5Z0K	B00000DGUG	Music	1	0	1
R26GH7JS7JNUCX	B000002AGY	Music	5	3	4
R4LPKWJBV2SN0	B00000DLUV	Music	5	5	5
R2VY7OCXX9IN5Z	B000005J56	Music	5	0	0
R10C0O116JC2T7	B00000FCBC	Music	5	0	0
R3UBCDO9QS1S7G	B00000C28M	Music	4	16	21
R2G3AHFTNKD3AL	B0000000LI	Music	5	0	0
RPUYTWXWMUBAY	B00000AFFF	Music	5	0	0
R1VH3MJUTU0ZJG	B00000DHTF	Music	4	0	1
R1AO0Z3YSM9CIP	B000002NJS	Music	5	0	0
R20VVYPQUWC10I	B0000027RL	Music	5	0	0
RW4CYPV35EZ0	B000001F95	Music	5	14	15
R2ZEBZIJFKTXBO	B00000DMJF	Music	2	0	2
R3C8TNS6YYPXC1	B0000024V2	Music	5	4	6
R3U2USO6GK40HQ	B000001EUN	Music	5	1	1
R3K5SDM1Y38UNV	B0000047CW	Music	5	3	4
R7QX86Y6G2NC4	B000001FS6	Music	5	0	0
R3NNBF4IQ75M2Y	B000005J56	Music	3	5	9
RS2PAM8QZNNCK	B000002MQ9	Music	5	3	3
R29T57GJGIT4WO	B00000DC10	Music	2	12	26
R2T3D44U9R0PZ2	B000002HNR	Music	5	2	2
R1IAEC3U3NIQ6R	B000000WFU	Music	5	0	1
RHAB36HXCKUBS	B00000F1D3	Music	5	0	0
R2ES6MEZXYORL9	0790738074	Video	5	4	4
R2OBA3F8FHXFB9	B000002R0R	Music	4	5	5
R3G2LILZKTOQ8V	B0000029J5	Music	5	0	0
RCDRR10TEQ0B4	B0000025DV	Music	4	0	0
R2KOHM2FMEGDYT	B000002952	Music	5	0	0
R1WPUKYJQNBSMH	B00000APLB	Music	5	9	10
R14EEKXVTDDSAW	B000001FE0	Music	5	2	2
R1OSQEWW4HEUFQ	B00000DMJF	Music	1	2	7
R3904MB17F3IVX	B000002UWF	Music	5	0	0
R2FMIHW9O23AXD	B00000DD2D	Music	5	3	3
R2ZS4H0KKN9XL7	B000000W5B	Music	5	7	8
R2PM53Z7T2NG7N	B0000019PA	Music	5	0	0
RB9C6WPKVB4FP	B00000FC5H	Music	4	6	6
R1GZQRNTZK6Z9K	B00000AFWW	Music	4	0	1
R2N7CKF0U6KH05	B0000025H4	Music	5	1	1
R29SBGNORSWLDO	B000006OAM	Music	3	0	1
RA47K0LZLQAIT	6302902010	Video	2	0	9
R1P99NPC2M6178	B00000DHZJ	Music	5	0	1
R2BGDQJKRUDG4K	B000003NA4	Music	5	0	0
R2BDAYKPYQRUCC	0312955006	Books	4	5	5
R3E82MXQDIUQKC	B000003NA4	Music	5	0	0
R2M6A3DA0VAT0J	B000000W5L	Music	5	669	714
R2FPG9NZ4TCUMN	B000002KLQ	Music	5	1	1
R3MZN1VEOSXR6Q	B000005S37	Music	3	0	1
R2F7V424KK68B3	B00000ADG2	Music	4	0	0
R1RRH9GRHTY2BT	B00000F1D3	Music	5	0	0
R2DP54X50GTQOX	B000002UDV	Music	4	2	4
R2KLJ1SXKF9CC8	B000002VBY	Music	5	3	5
R3C5FC63D3DVPM	B000001Y9I	Music	5	0	0
RJ2R8LAS0KTRX	B0000025HG	Music	3	9	12
R1OV0691WBDJ1	B00000IFWE	Music	5	0	0
R2ZY4Z4ZNSLRBR	B000002OX7	Music	5	1	1
RERE7XTFXHY0	B0000046PE	Music	5	3	4
R23FDYI6RZ7FNH	B00000FYIL	Music	5	2	2
R1DZD51WH3I090	B00000IGGA	Music	5	4	4
RCLS58F7HZY80	B000000OF6	Music	4	0	0
R2M714RFOO83QU	B00000I8UD	Music	5	0	0
R2OA301QW404BS	B000001EYW	Music	5	1	1
R1K2REDABK7PV	B00000I924	Music	5	0	0
R3GV6RQL8FXTMV	B000001GBJ	Music	5	0	0
R1R7KMZK17SYZL	B00000HYTW	Music	1	0	1
RXOZ54CJR726O	B00000I8UD	Music	2	1	1
R3DT3BD180YDVI	B000000WF0	Music	5	1	1
R13KNP93MT01J4	B000003S09	Music	5	1	2
R1QUKUWF5PM87A	B00000I8UD	Music	4	0	0
RHXOEKI3F97FB	B00000I8UD	Music	4	0	0
R1DMQGOFS8ED01	B00000IBVC	Video DVD	5	1	2
R341U1XHY5N87I	B000002UJQ	Music	5	0	0
R3EM5X4EYB86VM	630417893X	Video	5	2	3
R3QKWEHD9MGFI3	B00000IL67	Music	5	0	0
R1SPLQR67MVKS0	B00000I5Y6	Music	4	3	3
RF2K3H80UQ3M2	B000002VCW	Music	5	1	1
R192WZ0OXWHDYV	B000002Q7Y	Music	4	1	2
R1KV7TSKJ629NZ	B000001GRZ	Music	5	178	182
RQMYHYSBELF1D	B000002UB3	Music	5	5	5
R194V2ZHIXYGUY	B000002UAX	Music	5	0	0
R4J1O0O7W5IET	B00000IFWE	Music	5	0	2
R964TDGXHXSWM	B00000DBXL	Music	4	0	0
R2GHLO8S45RINX	B00000HYXB	Music	5	0	0
R1IJ9KM6NE7O0Y	B000000W8C	Music	5	0	0
ROHPPO41DC9TE	B00000DGUG	Music	5	0	0
R2X118Y1ZM7TEJ	B00000IGGA	Music	5	0	0
R3OU3DT5G2400I	B000001EPB	Music	4	2	2
R3CW3Q5I7XZBEO	B00000IL1K	Music	3	0	0
R25HWQVC6CM2QL	B0000047CX	Music	5	0	0
R1Z2L4CZWN9M6M	B00000IL1K	Music	5	0	0
RPPW1XL7WBZSB	B00000I2LR	Music	5	3	6
R2Y7CKBRH7IG2I	B00000IGGA	Music	5	0	2
R1OY97ILRBAXYE	B000002J29	Music	5	9	9
R22CKNRBNP0JY1	B000002HD5	Music	5	3	4
R1T6IRM0TC1R08	B000003Z12	Music	5	0	0
RKTH1DM3QQGRK	B0000009SM	Music	5	0	0
RYUN03TAZOJ7G	B000003RCY	Music	4	0	0
R3290EDQWZKLQD	B000002LCK	Music	5	1	1
R27IX6OSHTOQQY	B00000DF6O	Music	5	5	6
REOT2FKBXI3E2	B000000OAN	Music	5	1	1
R154VLYI60GQJF	B000000OU0	Music	5	0	0
RG5IZGO1EOL0R	B000006UNG	Music	5	8	9
R1091EUAEB501C	B0000088ET	Music	5	1	1
R1F1Q3B8P5XOP4	B00000880Y	Music	5	3	4
R131T87YA4H31N	B0000042H4	Music	5	0	1
R1LT55Y31GHZ0V	B00000DFTH	Music	1	6	9
RFE7I15UKIFBT	B000002USP	Music	5	1	1
R1Q1WN1JEE0GC2	B000003TAW	Music	5	0	0
R3TVN6MXV3EKKJ	B0000020C4	Music	5	1	1
R2BY1NNFJENQ3S	B000002G6J	Music	5	0	0
R3Q1SYN5KNSJHR	B00000IGGA	Music	5	1	1
R30QRMMA6JC64T	B000008GS2	Music	5	6	6
R9MNZC8BVL55E	B00000IPAX	Music	5	0	0
